IP_address,Time_arrival,No_of_Attempts,Success,Type
151.30.44.26,2.9339805111883486,13,1,Anonymous
141.159.50.177,5.008911536092631,13,1,Anonymous
202.200.102.136,5.33803419128692,2,1,Legit
116.148.159.38,0.8818344776852767,12,0,Dictionary
62.70.140.88,5.863142321433073,5,1,Anonymous
138.41.18.38,2.27052269117981,6,1,Anonymous
160.162.52.140,0.24286550635844595,4,0,Dictionary
148.146.39.170,0.44506697402806505,6,1,Dictionary
122.77.198.60,0.9287655431283905,13,0,Dictionary
28.175.58.220,7.760092687882049,9,0,Anonymous
36.133.112.136,1.0511566753965749,8,0,Dictionary
212.201.173.205,0.8913608538545805,13,0,Dictionary
141.149.12.32,4.349899173818606,12,0,Anonymous
24.145.112.22,0.30623596787312035,9,1,Dictionary
93.148.116.158,4.0239687920336795,10,0,Anonymous
58.132.93.22,2.6997601916320866,1,1,Legit
23.144.71.101,1.1270581314543922,9,0,Dictionary
207.41.134.116,7.076446040558754,11,1,Anonymous
33.38.196.31,4.951685010015223,8,0,Anonymous
86.128.69.126,6.68907519070956,14,1,Anonymous
10.35.187.25,6.171242008135586,14,0,Anonymous
70.128.199.181,2.00252675335606,7,1,Anonymous
143.216.197.71,5.869678543515887,1,1,Legit
76.89.154.132,3.557681247687614,5,0,Anonymous
146.142.138.110,7.601458982242238,2,1,Legit
202.32.111.30,7.75196040455878,14,1,Anonymous
25.132.210.68,5.766230817119917,9,1,Anonymous
86.12.140.89,4.272334251453523,6,1,Anonymous
117.26.87.156,7.417574777330259,12,1,Anonymous
51.186.110.95,6.171496323336546,6,1,Anonymous
144.70.79.148,5.38887792062788,6,1,Anonymous
136.166.221.51,0.6871422021091087,4,1,Dictionary
77.203.212.90,7.802544596072439,10,0,Anonymous
190.36.108.42,7.801595087134022,13,0,Anonymous
172.175.211.60,1.5691366274082927,6,1,Dictionary
97.154.143.59,0.43252656709799275,11,0,Dictionary
17.140.67.144,3.592648920142869,14,1,Anonymous
18.61.177.162,1.4505916925465838,12,0,Dictionary
12.108.199.157,3.5926095880340334,8,1,Anonymous
30.66.164.29,6.405417140090856,3,1,Legit
73.200.88.82,5.162719531703528,13,1,Anonymous
129.69.97.104,2.0793189091879674,4,1,Legit
55.177.155.20,3.995496317794946,5,1,Anonymous
195.18.58.206,5.963347351792884,7,0,Anonymous
64.66.203.104,3.025705750188248,10,1,Anonymous
120.74.105.84,0.027547732481834508,12,1,Dictionary
142.188.149.71,5.0432216336706635,2,1,Legit
61.25.36.28,3.601466323168765,14,0,Anonymous
92.74.75.180,2.730968772349512,5,0,Anonymous
119.132.51.166,3.333510296620103,12,1,Anonymous
25.49.97.11,0.3147557373014864,13,1,Dictionary
34.140.130.81,7.088065398419338,7,1,Anonymous
138.18.74.156,1.8308303625905946,1,1,Legit
37.185.30.56,5.745542005125119,6,1,Anonymous
59.37.77.142,4.864156380074905,11,1,Anonymous
180.57.214.75,3.53890282250431,8,1,Anonymous
37.26.96.49,4.846606644649917,14,1,Anonymous
143.25.138.211,7.095067109515134,10,0,Anonymous
107.169.81.73,2.9195136444760603,4,1,Legit
190.169.174.162,7.416891007518166,12,1,Anonymous
178.42.175.130,5.093885098023783,7,1,Anonymous
31.170.113.54,5.9271154741541965,5,0,Anonymous
85.179.151.59,7.901921590675389,9,0,Anonymous
19.157.60.95,1.2205849440642877,10,1,Dictionary
209.175.89.115,0.39072323023810984,5,1,Dictionary
163.219.113.89,7.007485111478147,9,0,Anonymous
13.128.78.32,2.602975507009954,8,1,Anonymous
160.49.35.15,6.160453926829471,10,1,Anonymous
198.222.20.159,3.5208244460158937,9,0,Anonymous
106.207.176.87,6.7598512104010995,13,0,Anonymous
75.188.82.67,4.743747805020091,11,0,Anonymous
97.105.153.48,7.593124982682806,5,0,Anonymous
203.106.155.206,5.395956580140418,14,0,Anonymous
148.159.37.37,2.235848561681723,13,0,Anonymous
140.181.12.66,5.133358857366059,14,1,Anonymous
221.210.202.160,0.949035473755643,5,0,Dictionary
54.142.89.142,2.0753797326126824,12,1,Anonymous
161.102.117.68,3.4935347674301855,5,1,Anonymous
119.201.59.103,4.690395685628582,3,1,Legit
107.61.182.46,6.69271950975629,4,1,Legit
28.167.222.105,2.437905770479026,1,1,Legit
110.95.189.194,5.057786254066404,10,0,Anonymous
38.62.20.83,6.1966675130510005,10,1,Anonymous
203.123.127.59,0.4907148412712239,9,0,Dictionary
104.142.192.193,0.10045140663849672,14,1,Dictionary
153.70.159.34,5.246228393276594,1,1,Legit
161.62.68.136,6.8349517584262856,14,0,Anonymous
163.68.90.29,2.1852155303218987,4,1,Legit
129.62.81.162,2.2027003272552683,14,0,Anonymous
49.158.161.175,1.832879909638243,7,1,Dictionary
153.118.25.197,1.1650262061242236,4,1,Legit
136.21.106.105,4.1295546685382805,8,1,Anonymous
193.195.184.32,5.439636174756027,7,1,Anonymous
183.177.19.83,6.173522557276425,13,1,Anonymous
170.123.18.168,4.731266942122786,10,0,Anonymous
82.41.208.109,7.643191977652921,9,0,Anonymous
179.51.61.110,0.6561014160214071,10,0,Dictionary
33.204.111.76,4.372353273453933,12,1,Anonymous
97.96.60.14,1.8453534784662322,8,1,Dictionary
194.34.185.117,5.875349208193629,9,0,Anonymous
152.132.222.121,1.9108282739439062,4,0,Dictionary
106.201.114.157,7.572396788995731,6,0,Anonymous
182.74.130.28,6.0740461540835256,10,0,Anonymous
36.192.148.145,2.5905334740060795,13,0,Anonymous
174.98.105.141,1.9143294503550337,9,1,Dictionary
64.161.130.101,4.883588049587698,10,0,Anonymous
148.207.140.137,4.614638359141918,12,1,Anonymous
212.72.17.143,0.8018310287686647,9,0,Dictionary
124.99.60.78,1.5033757126544947,4,1,Legit
54.130.82.76,5.590431424569836,10,0,Anonymous
110.76.114.45,5.366433027850798,13,0,Anonymous
173.132.86.220,7.201692915611812,9,1,Anonymous
69.33.158.13,7.123985805933526,7,1,Anonymous
147.41.62.155,1.5907347233146014,12,1,Dictionary
14.130.13.111,6.455934315729835,8,1,Anonymous
207.133.28.157,1.4408549245111493,8,0,Dictionary
128.105.59.213,6.601426218866356,12,0,Anonymous
75.152.192.50,3.4166530388743714,14,0,Anonymous
111.167.191.23,7.888469439029119,8,0,Anonymous
150.200.75.114,5.813102835379311,9,0,Anonymous
56.127.172.170,7.8732909454543405,12,1,Anonymous
24.161.116.104,4.253729898698312,10,0,Anonymous
187.189.93.135,7.41805586489037,12,0,Anonymous
93.216.81.47,1.8815657425358046,11,1,Dictionary
31.141.33.20,4.81036757682183,10,0,Anonymous
55.103.40.20,3.048770854217411,9,1,Anonymous
99.194.162.44,1.8457684202076248,3,0,Dictionary
25.71.217.109,3.2486800570579355,11,1,Anonymous
140.217.131.195,1.1194080414622718,11,0,Dictionary
58.46.15.58,1.6719397094739117,1,1,Legit
69.81.222.183,0.993849937652854,9,1,Dictionary
60.111.214.55,1.0787231047936903,14,0,Dictionary
178.29.104.220,2.3665450915864605,5,0,Anonymous
169.29.195.55,5.483107098533671,12,1,Anonymous
119.24.67.44,4.608980385277328,1,1,Legit
135.178.88.109,6.566169171671113,10,1,Anonymous
116.217.43.74,1.2805569447080583,10,0,Dictionary
102.17.166.62,1.083057010259168,7,1,Dictionary
106.95.210.221,0.563076534761282,9,0,Dictionary
91.132.150.178,2.832535737398196,10,1,Anonymous
66.12.42.36,6.891932925527504,14,1,Anonymous
84.131.21.149,3.4916036913621173,5,1,Anonymous
66.46.144.183,7.79315768712598,3,1,Legit
112.152.144.166,5.167944487033826,10,1,Anonymous
25.222.152.64,6.429675750233265,9,0,Anonymous
191.118.111.110,6.985019679217592,14,1,Anonymous
120.51.45.107,4.194232889346146,9,0,Anonymous
73.32.120.185,6.820208750034003,12,1,Anonymous
86.167.216.108,1.8010093459090815,14,1,Dictionary
43.144.206.86,3.1090194370476105,14,0,Anonymous
152.138.135.87,5.268132190184212,1,1,Legit
120.136.31.119,6.815290400379166,9,1,Anonymous
17.28.20.191,4.802573485100467,7,1,Anonymous
190.94.46.219,7.72078264250693,6,0,Anonymous
68.32.195.199,0.12323049519928198,13,0,Dictionary
194.193.43.47,3.2310210513727684,11,0,Anonymous
52.34.171.104,5.722775136913756,6,0,Anonymous
34.198.104.199,2.29487065688057,1,1,Legit
29.66.30.221,2.6228430029151255,4,1,Legit
209.164.220.40,5.333702109630388,1,1,Legit
59.185.133.137,7.149965147890089,7,0,Anonymous
97.219.103.41,0.8558484593862064,10,0,Dictionary
31.46.51.22,1.7120800519019737,6,0,Dictionary
159.74.89.41,5.706698729655233,8,1,Anonymous
121.39.31.23,2.564539878897776,9,1,Anonymous
219.201.200.97,0.8243363045166348,4,0,Dictionary
133.117.186.136,6.678978697821959,11,0,Anonymous
157.154.53.133,2.644303949410557,1,1,Legit
41.162.222.98,3.2956072530529505,11,0,Anonymous
67.121.24.147,5.142948685540099,1,1,Legit
58.77.66.45,1.4175038570058902,11,1,Dictionary
84.119.23.35,5.803501911490513,13,0,Anonymous
204.203.182.199,2.648723418220074,8,0,Anonymous
134.186.94.215,5.302822751531874,9,0,Anonymous
158.156.163.132,5.043891656315745,5,1,Anonymous
180.173.151.212,3.566665672612743,3,1,Legit
162.135.18.205,3.171533065436506,8,1,Anonymous
120.45.148.40,7.317781299598956,13,0,Anonymous
118.184.198.61,4.04767003355784,11,1,Anonymous
22.183.160.143,4.589922795133954,11,1,Anonymous
137.136.73.189,3.8450198648597373,10,0,Anonymous
137.35.85.187,3.3012152880465333,8,0,Anonymous
212.94.34.146,1.8241056380082226,6,1,Dictionary
172.79.99.144,4.53844336027414,12,0,Anonymous
96.39.194.181,0.5097865659910115,3,0,Dictionary
121.69.167.48,3.0377993309205706,5,0,Anonymous
195.143.152.14,4.261844158037504,9,0,Anonymous
181.127.58.172,4.2635922958257835,11,0,Anonymous
133.154.186.71,4.657913035969621,9,1,Anonymous
166.185.148.108,4.426753374362222,13,1,Anonymous
84.183.207.207,0.5199643021862554,3,0,Dictionary
150.99.113.81,7.615658675427869,4,1,Legit
213.134.36.127,4.461428914001801,8,0,Anonymous
165.103.215.94,4.527850754590423,1,1,Legit
217.200.135.72,0.04830375500604411,9,1,Dictionary
144.86.175.35,0.8124187544646446,11,1,Dictionary
46.213.149.177,0.7300200225126199,4,1,Dictionary
43.144.68.220,1.1813327018778832,5,0,Dictionary
67.198.91.69,6.905924447795262,11,1,Anonymous
116.68.62.22,6.868836312104479,10,1,Anonymous
53.105.156.222,1.9997765672008958,3,0,Dictionary
19.72.194.105,3.37450769492495,7,0,Anonymous
81.13.10.145,5.2457613980397895,2,1,Legit
152.71.31.16,4.481875556963369,14,1,Anonymous
156.149.205.85,5.601561881162564,6,0,Anonymous
71.46.31.98,3.3165423658493003,6,1,Anonymous
119.49.146.121,6.396794716010929,5,0,Anonymous
35.202.119.201,3.2970011395738066,10,0,Anonymous
16.147.20.140,1.111041281851743,2,1,Legit
107.207.152.15,5.044749555385956,11,0,Anonymous
166.153.175.17,6.999166798218918,7,0,Anonymous
197.53.23.21,5.32003285821128,5,1,Anonymous
10.14.148.192,5.6360174409919646,12,0,Anonymous
51.142.64.70,3.300925847291956,12,0,Anonymous
143.164.170.15,4.03548029484018,12,0,Anonymous
186.199.113.169,3.9733659082999138,8,1,Anonymous
89.199.37.163,3.536269374783248,12,1,Anonymous
165.124.168.15,0.7758757821802753,14,0,Dictionary
154.49.66.175,5.998067027379988,5,0,Anonymous
179.33.78.189,1.2851463981252582,5,0,Dictionary
205.158.51.92,4.209208707940011,7,0,Anonymous
131.67.58.204,3.954036796977922,9,1,Anonymous
208.103.26.43,0.706532917743866,11,1,Dictionary
106.159.211.59,5.117232489207328,9,1,Anonymous
178.87.93.54,0.7013654294101386,6,0,Dictionary
15.122.215.156,3.516760482626535,14,0,Anonymous
160.160.125.120,5.347552369310854,6,1,Anonymous
170.99.11.16,0.1489245348371968,10,1,Dictionary
14.116.169.50,1.792331708668316,5,1,Dictionary
193.21.12.48,2.809422177969033,9,0,Anonymous
113.92.98.165,1.7655894319081842,8,0,Dictionary
55.41.12.91,0.4438916051759758,12,1,Dictionary
157.27.78.72,3.006427822398943,11,0,Anonymous
201.147.35.19,7.011772320906482,7,0,Anonymous
15.57.101.78,6.469360447237343,5,0,Anonymous
175.35.116.145,7.770153846810348,5,1,Anonymous
34.222.197.79,7.567294226596893,5,0,Anonymous
73.174.201.113,3.5845711975480823,13,1,Anonymous
55.159.59.56,6.298001554451655,8,0,Anonymous
47.135.173.161,2.701081752666454,8,0,Anonymous
149.200.14.25,5.3347917510068,8,1,Anonymous
140.36.220.111,6.122499968418275,8,0,Anonymous
55.38.36.170,4.241947944484235,1,1,Legit
34.107.157.156,2.296920172395959,12,1,Anonymous
73.141.143.11,0.7035690761151354,5,0,Dictionary
184.212.121.60,7.161824561335083,3,1,Legit
46.35.67.211,5.889670593123155,5,0,Anonymous
150.87.75.170,5.928829634093952,13,1,Anonymous
122.98.213.184,4.2703771686455845,6,0,Anonymous
194.84.41.217,5.854779314400987,13,1,Anonymous
139.107.48.141,3.195169048607297,14,0,Anonymous
112.56.79.102,2.2141501666987002,9,0,Anonymous
50.32.185.207,1.588694745230237,13,0,Dictionary
26.47.152.98,5.531063766956864,3,1,Legit
58.216.193.115,3.943817447191133,13,1,Anonymous
96.139.218.14,0.8575585830089372,13,0,Dictionary
188.166.198.78,6.6374631838635585,6,0,Anonymous
41.92.19.97,1.1641323226299507,8,1,Dictionary
78.206.17.126,1.430941310107289,8,0,Dictionary
89.214.76.136,3.566723410388189,12,1,Anonymous
63.78.49.58,0.36750249721693695,11,1,Dictionary
130.104.91.68,2.3236932816496028,2,1,Legit
101.23.56.159,3.2244350416329555,10,0,Anonymous
176.127.51.199,4.757948260932135,9,0,Anonymous
103.108.160.104,3.9160475754032396,12,0,Anonymous
160.13.221.212,0.9345346605039024,10,1,Dictionary
133.49.144.49,3.9895485030940243,6,0,Anonymous
56.98.84.59,4.005099353279739,8,1,Anonymous
120.158.116.10,2.6452745058698834,2,1,Legit
109.46.191.55,5.735335054159169,5,0,Anonymous
141.131.125.61,2.331845388227471,9,0,Anonymous
197.62.113.69,4.855199375993183,6,1,Anonymous
68.111.178.119,5.405862117455373,11,0,Anonymous
76.48.95.142,5.010602116927401,8,1,Anonymous
45.175.123.108,1.6344500578576353,3,1,Legit
140.60.61.129,1.0342763749132464,4,0,Dictionary
72.66.30.124,2.4855585509991194,9,0,Anonymous
218.41.140.191,1.0925751638574521,8,1,Dictionary
213.195.164.127,2.732403720756669,3,1,Legit
15.82.197.128,4.744347521955694,4,1,Legit
217.43.162.109,7.570569316405918,9,0,Anonymous
69.62.78.205,5.446472799103407,9,0,Anonymous
215.43.113.87,3.870543270253507,12,1,Anonymous
110.63.73.99,3.9284098093972863,14,0,Anonymous
200.211.16.118,3.936470915510026,3,1,Legit
87.116.163.215,2.0566507278274146,14,1,Anonymous
152.20.106.18,6.715119138578405,7,1,Anonymous
110.56.189.19,2.5970154105431247,8,0,Anonymous
84.11.12.135,6.070567743853534,12,1,Anonymous
68.62.214.205,2.6643066212195254,6,1,Anonymous
132.76.58.98,2.758217426915107,14,1,Anonymous
140.154.48.74,1.843408785443529,12,0,Dictionary
56.144.20.99,1.4830639039638003,7,1,Dictionary
190.118.219.141,3.8833512527283203,13,1,Anonymous
74.88.165.25,7.8083597130819395,3,1,Legit
42.131.126.48,0.8019338377745022,8,0,Dictionary
179.101.178.171,6.5739865579935275,11,1,Anonymous
206.179.179.155,2.7220374224430586,2,1,Legit
129.72.116.115,2.2497027482699563,4,1,Legit
137.18.86.101,4.081796991690256,9,0,Anonymous
12.50.25.102,0.5988894868767298,11,1,Dictionary
206.77.145.190,0.24698804479014758,8,1,Dictionary
34.123.72.29,4.636915882315483,13,0,Anonymous
66.180.151.214,0.26550209742039144,14,1,Dictionary
174.192.77.92,7.737267505046097,13,1,Anonymous
185.187.20.134,7.8814520157709085,11,1,Anonymous
87.198.27.187,3.576789254795007,11,1,Anonymous
194.60.103.152,0.6209853208102265,4,0,Dictionary
95.178.150.96,4.632302920011541,2,1,Legit
26.208.219.16,3.7807990528260085,6,0,Anonymous
123.210.118.198,7.586290428698512,8,0,Anonymous
110.40.155.196,0.1020752295777081,9,1,Dictionary
188.215.26.120,5.477108282239988,12,0,Anonymous
51.201.121.112,0.47442244274749434,3,0,Dictionary
90.207.10.117,0.22077602206683267,6,1,Dictionary
121.138.221.39,7.01291305332057,2,1,Legit
205.53.130.84,2.5546058816282544,6,0,Anonymous
96.12.71.115,1.5416488932779204,7,1,Dictionary
54.188.95.24,6.53522267291163,12,0,Anonymous
192.68.80.34,5.1036966353537565,14,0,Anonymous
66.70.124.16,1.113363455664178,5,1,Dictionary
169.103.119.83,5.82047232060054,6,1,Anonymous
165.86.190.132,6.365839131873308,11,0,Anonymous
147.132.40.128,2.776754511254776,12,0,Anonymous
19.177.222.89,2.7812703982895917,13,1,Anonymous
70.158.104.214,2.98697094342939,12,0,Anonymous
93.118.124.194,1.972547980222708,8,0,Dictionary
178.86.34.127,3.9392329184304984,10,0,Anonymous
184.150.136.200,2.7372261145190278,2,1,Legit
52.93.28.199,6.2525481657230815,4,1,Legit
183.94.38.31,1.5888294113609351,7,0,Dictionary
132.127.186.57,7.131345521059262,11,0,Anonymous
158.172.49.161,3.8905719116776227,10,0,Anonymous
31.107.109.75,2.890497198597787,14,1,Anonymous
68.19.57.160,4.396836768774188,10,0,Anonymous
182.76.198.140,4.4590226584441535,14,1,Anonymous
45.78.73.216,3.830937198075415,11,0,Anonymous
16.153.150.71,1.3501494175816235,6,0,Dictionary
77.121.136.45,7.894779538386449,8,1,Anonymous
43.122.14.44,3.001810186417762,10,1,Anonymous
30.125.87.55,6.5585057919927285,7,1,Anonymous
44.63.167.98,5.182061215569013,6,1,Anonymous
180.52.165.88,5.0770888056348085,5,1,Anonymous
98.157.199.140,3.555400767745959,1,1,Legit
188.40.161.39,4.956467892993155,3,1,Legit
47.99.87.170,5.420478298991551,13,1,Anonymous
191.127.12.119,7.012752069686753,1,1,Legit
80.124.67.96,3.141227830792868,12,0,Anonymous
166.28.109.100,5.089456729229094,9,0,Anonymous
114.145.181.32,2.318127201472505,13,1,Anonymous
182.207.185.40,0.628360338276666,4,0,Dictionary
215.86.17.131,5.0838581540580225,12,0,Anonymous
42.50.45.204,1.3800658760839761,14,0,Dictionary
15.120.176.83,6.357592275301335,2,1,Legit
142.102.149.143,2.0227797066534077,13,1,Anonymous
132.122.39.48,1.4051263987634082,13,1,Dictionary
167.159.50.101,4.460223684250136,13,0,Anonymous
199.151.37.123,1.1134578135320998,5,0,Dictionary
48.46.100.57,6.94546405101004,7,0,Anonymous
177.69.68.169,4.572298036127882,11,1,Anonymous
189.216.193.214,7.795147909584709,7,0,Anonymous
90.200.176.208,1.3614868519619607,11,0,Dictionary
216.39.160.198,6.969015025303573,11,1,Anonymous
158.136.206.119,3.7728110459370567,12,1,Anonymous
121.164.111.126,6.464535289202633,5,1,Anonymous
103.200.143.176,3.539589574927046,9,0,Anonymous
136.20.103.19,4.47821114784121,7,0,Anonymous
94.47.45.67,1.624189297519873,1,1,Legit
217.171.214.113,7.6715819860235275,8,1,Anonymous
97.157.64.29,0.44173912374345115,12,1,Dictionary
102.186.189.143,7.846507291757007,12,0,Anonymous
14.198.21.14,7.786197932468239,12,1,Anonymous
96.80.106.111,6.621735326041615,2,1,Legit
219.221.66.151,6.031153749723039,8,1,Anonymous
93.51.37.150,5.514278177599918,6,0,Anonymous
162.59.178.140,0.6140292999722492,4,0,Dictionary
171.184.102.174,2.171810194559723,5,1,Anonymous
89.186.14.121,3.2622529984648176,5,1,Anonymous
217.42.192.161,6.616320552669999,13,0,Anonymous
47.49.130.107,1.554536789761884,11,1,Dictionary
142.150.88.155,4.9727069274462075,13,1,Anonymous
33.31.104.108,5.8813184596694175,14,1,Anonymous
178.186.128.128,1.0044052430507824,5,1,Dictionary
54.12.189.165,0.7386644891309553,3,0,Dictionary
13.143.47.175,7.635654736436104,6,0,Anonymous
89.195.219.132,5.716896625782948,10,0,Anonymous
193.218.159.193,1.3281499004048394,8,0,Dictionary
129.183.51.70,4.335850329890367,7,1,Anonymous
159.84.212.106,4.825024375702726,14,1,Anonymous
109.48.69.137,6.818521036790535,13,0,Anonymous
189.165.218.106,5.054171156993803,12,0,Anonymous
116.42.160.56,1.9012891858434546,9,0,Dictionary
55.38.103.137,2.9536303423745593,9,1,Anonymous
166.219.176.73,4.40938814260979,9,1,Anonymous
97.127.210.151,0.03282030123536295,8,1,Dictionary
62.37.139.162,3.4870926928950894,12,1,Anonymous
99.11.14.116,2.5769004567675946,8,0,Anonymous
36.148.174.206,1.4602460287688368,7,1,Dictionary
142.144.175.73,0.6545046667271226,7,0,Dictionary
73.122.216.40,4.537895145239733,13,0,Anonymous
61.98.217.59,0.976892012226628,12,0,Dictionary
87.66.120.215,4.208241516121914,11,1,Anonymous
198.123.24.147,4.583063238067182,9,1,Anonymous
201.163.87.22,4.005499474260822,9,1,Anonymous
134.190.145.51,7.8356492381307215,6,0,Anonymous
83.111.75.102,1.5992234410622181,11,0,Dictionary
163.78.211.135,0.9553738875097597,14,1,Dictionary
86.167.110.175,3.9065342587433474,7,1,Anonymous
127.192.90.180,6.696839780826021,13,1,Anonymous
99.43.211.92,1.759947781871264,3,1,Legit
124.53.78.94,4.838784367385146,13,0,Anonymous
67.212.186.199,6.015868436461383,12,1,Anonymous
182.167.112.41,2.2774004473847143,14,0,Anonymous
68.71.104.68,3.74782402885982,7,1,Anonymous
160.112.196.56,4.350143691394024,13,1,Anonymous
146.182.21.146,4.567732753256766,2,1,Legit
56.121.209.20,4.858017082487888,10,1,Anonymous
114.202.111.205,4.232518032394511,10,0,Anonymous
221.111.122.199,1.2459470499423517,2,1,Legit
89.198.14.114,2.388434431755827,2,1,Legit
118.85.204.106,7.0766333824598044,13,0,Anonymous
75.128.19.106,0.6945398705481178,11,1,Dictionary
80.38.94.114,4.040210011246054,4,1,Legit
104.28.130.145,0.9949748617525769,3,1,Dictionary
175.135.39.14,5.445849219436255,1,1,Legit
98.15.188.113,6.524969544511242,13,0,Anonymous
186.120.162.121,7.512879098548551,6,1,Anonymous
110.181.25.188,2.6785997615562858,13,0,Anonymous
201.111.77.135,4.310637931991609,5,0,Anonymous
113.94.154.156,1.8010439045409434,5,0,Dictionary
136.10.24.62,7.20876007625034,4,1,Legit
77.69.70.23,6.631272038888328,6,1,Anonymous
194.107.221.72,7.3533377764901235,7,0,Anonymous
23.38.61.88,0.6373610475531661,6,0,Dictionary
206.65.68.193,3.261114109568801,1,1,Legit
192.149.199.136,6.703885842411627,9,0,Anonymous
93.57.196.132,6.6709100129435095,7,1,Anonymous
204.180.133.86,2.7504465976437595,11,0,Anonymous
122.26.121.72,6.824461112937105,8,0,Anonymous
16.144.41.186,3.572494173773645,13,0,Anonymous
132.78.134.174,3.703757323477779,7,0,Anonymous
149.55.133.28,1.9315871224253112,6,1,Dictionary
69.103.61.13,7.148218123657667,9,0,Anonymous
192.26.15.38,0.9285896109310938,9,1,Dictionary
205.162.13.121,3.8436708494657292,9,0,Anonymous
192.16.21.67,6.632381687197602,3,1,Legit
43.212.129.194,5.8120514956547185,9,0,Anonymous
57.191.213.174,3.838614174070175,2,1,Legit
186.45.124.19,6.407301934258026,5,1,Anonymous
92.151.16.162,0.3276395929053306,4,0,Dictionary
56.30.198.205,5.160394684276275,3,1,Legit
64.111.194.58,1.8647788823210059,8,0,Dictionary
141.190.86.123,4.247626830806197,5,1,Anonymous
53.148.21.85,7.96210689937965,11,1,Anonymous
215.48.89.41,3.6352559622567373,13,1,Anonymous
26.154.85.61,1.1787258372307505,11,0,Dictionary
163.112.69.218,2.815113114276299,11,0,Anonymous
19.112.221.58,3.6875637335699194,10,0,Anonymous
106.192.151.45,1.776521206093646,13,0,Dictionary
190.187.219.12,0.13768242903094574,3,1,Dictionary
183.38.49.113,4.227789407337338,1,1,Legit
75.49.13.167,2.3529968779352775,6,1,Anonymous
145.93.38.30,4.615851889039528,8,1,Anonymous
121.149.144.110,3.307022014200797,9,0,Anonymous
61.167.109.188,3.9884728359565704,3,1,Legit
120.63.91.123,0.1517324394358699,7,0,Dictionary
122.118.103.43,3.841941183209883,8,1,Anonymous
11.113.143.188,2.839386831903723,5,1,Anonymous
150.207.124.23,2.9411977796589666,9,0,Anonymous
172.51.60.87,1.6462728736801386,9,0,Dictionary
37.16.150.51,7.471957167896837,10,0,Anonymous
167.16.120.182,2.880690212421877,4,1,Legit
220.132.212.33,2.5764474929693346,14,1,Anonymous
138.93.98.198,2.547534212534657,10,0,Anonymous
94.213.84.41,4.962220833534191,13,1,Anonymous
112.101.124.184,5.27014636212565,13,0,Anonymous
120.148.98.23,2.4890994821806025,12,0,Anonymous
191.19.88.95,6.416573615251667,8,1,Anonymous
209.41.133.61,1.3816729895763942,12,1,Dictionary
32.145.57.85,6.090742523685682,8,0,Anonymous
56.175.104.177,5.481706133090826,3,1,Legit
93.76.64.158,1.5620111245323907,4,0,Dictionary
14.199.18.154,4.581077858879948,2,1,Legit
39.76.128.14,6.0619284828373905,11,0,Anonymous
33.181.72.101,3.6959422094352767,7,0,Anonymous
21.28.16.218,5.390467552862396,4,1,Legit
140.22.140.204,5.202489017556456,7,1,Anonymous
83.216.24.63,3.8458520555657527,4,1,Legit
67.60.68.221,2.4225496931238384,11,0,Anonymous
195.191.41.121,4.807790763001144,14,1,Anonymous
56.217.185.126,6.9821400300889165,3,1,Legit
181.38.98.30,1.4081990384184397,8,0,Dictionary
20.38.97.182,0.704319988401898,6,1,Dictionary
172.12.199.34,6.927731379610248,14,1,Anonymous
159.189.25.106,3.5920007654957997,9,1,Anonymous
200.142.142.73,5.112168051635732,12,0,Anonymous
118.44.165.186,5.537137123804075,6,1,Anonymous
128.22.38.198,4.774030276111569,14,1,Anonymous
93.33.213.94,7.227274800137905,13,0,Anonymous
16.215.157.131,3.049382713451707,3,1,Legit
214.99.21.32,2.2465881243652888,11,1,Anonymous
62.150.200.14,4.153421212773462,4,1,Legit
65.110.105.14,2.964817431970781,11,1,Anonymous
205.19.38.71,5.109327891600337,8,0,Anonymous
210.69.75.111,4.6449572446958545,6,0,Anonymous
81.221.38.56,5.4484944288874155,6,1,Anonymous
207.24.124.177,6.474575156904703,1,1,Legit
93.64.210.61,2.3280840251340784,10,0,Anonymous
156.64.61.103,3.335091662950891,14,1,Anonymous
29.121.219.123,0.3187874713144323,12,1,Dictionary
207.216.168.135,4.878295802817061,6,0,Anonymous
52.168.144.108,3.3104713034236344,12,0,Anonymous
121.13.88.171,4.969613543858382,13,0,Anonymous
62.207.100.75,3.4996211226163085,3,1,Legit
180.194.69.200,0.7428288810690624,12,1,Dictionary
173.194.207.37,3.6080936760865443,5,1,Anonymous
96.48.179.38,0.020772695961507992,3,1,Dictionary
143.114.84.110,2.7722318201146487,11,1,Anonymous
111.104.137.22,6.568156775851638,1,1,Legit
166.107.10.94,7.847331069564143,5,1,Anonymous
102.87.110.208,7.159459407446435,6,1,Anonymous
115.131.65.33,3.532314775079345,7,0,Anonymous
117.135.219.208,0.574045283549629,6,1,Dictionary
60.128.54.144,2.9525277911726286,6,0,Anonymous
180.61.192.116,5.171927897520799,1,1,Legit
61.33.215.133,1.9421590255169487,14,1,Dictionary
222.140.142.121,6.423781743507434,2,1,Legit
16.95.194.116,7.383980158748098,6,1,Anonymous
144.169.205.131,5.897450173432483,6,1,Anonymous
165.83.64.82,1.0273597416743678,6,0,Dictionary
175.112.216.60,1.5680325668307944,10,1,Dictionary
103.20.37.54,4.491247167648889,10,1,Anonymous
197.115.121.25,4.126516060121182,6,1,Anonymous
38.95.92.33,2.660856106195882,2,1,Legit
